matematika,ipa,ips,minat,karakter,gaya_belajar,suka_kerja_tim,suka_tantangan,jurusan
4,52,66,ngoding,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
20,99,55,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
41,45,57,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
88,8,73,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
20,21,69,berbicara,logis,visual,tidak,ya,Ilmu Komunikasi
17,50,12,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
65,48,10,ngoding,komunikatif,auditori,tidak,tidak,Teknik Informatika
92,27,79,menulis,sabar,kinestetik,tidak,ya,Sastra Indonesia
29,86,44,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
65,66,50,menulis,logis,auditori,ya,tidak,Ilmu Sosial
29,49,47,berbicara,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
22,54,80,berbicara,komunikatif,kinestetik,tidak,tidak,Ilmu Komunikasi
31,89,60,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
96,13,53,menulis,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
85,51,55,menggambar,komunikatif,auditori,ya,tidak,Desain Komunikasi Visual
54,9,85,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Komunikasi
10,56,67,menulis,sabar,visual,tidak,ya,Sastra Indonesia
5,67,24,berbicara,sabar,kinestetik,ya,tidak,Ilmu Sosial
11,6,25,menulis,logis,auditori,ya,tidak,Ilmu Sosial
86,2,37,berhitung,sabar,kinestetik,ya,ya,Ilmu Sosial
47,97,17,menggambar,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
4,94,52,berhitung,sabar,kinestetik,tidak,tidak,Kedokteran
2,41,76,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
59,60,78,ngoding,komunikatif,visual,tidak,tidak,Ilmu Sosial
89,51,28,menggambar,komunikatif,visual,ya,tidak,Desain Komunikasi Visual
35,15,94,ngoding,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
46,54,3,ngoding,komunikatif,auditori,ya,tidak,Manajemen
33,46,69,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
10,46,85,ngoding,logis,auditori,tidak,tidak,Ilmu Sosial
55,25,10,menggambar,sabar,visual,tidak,tidak,Desain Komunikasi Visual
74,91,65,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
89,9,1,berhitung,komunikatif,visual,tidak,tidak,Ilmu Sosial
64,39,33,berhitung,kreatif,visual,ya,ya,Desain Komunikasi Visual
46,26,11,ngoding,komunikatif,auditori,tidak,ya,Teknik Informatika
87,59,10,berhitung,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
70,99,49,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
92,99,23,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
37,55,4,berhitung,logis,visual,tidak,tidak,Kedokteran
32,50,15,berbicara,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
55,39,82,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
58,26,37,berbicara,komunikatif,visual,ya,ya,Manajemen
35,51,56,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
49,7,69,ngoding,komunikatif,auditori,ya,ya,Manajemen
34,30,50,berbicara,sabar,visual,tidak,tidak,Ilmu Komunikasi
69,69,75,menggambar,sabar,kinestetik,ya,ya,Desain Komunikasi Visual
19,46,62,berhitung,komunikatif,kinestetik,ya,tidak,Manajemen
86,78,28,berbicara,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
52,19,14,ngoding,logis,visual,tidak,tidak,Teknik Informatika
49,48,41,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
31,80,92,berbicara,logis,auditori,ya,ya,Ilmu Komunikasi
92,30,15,berhitung,komunikatif,auditori,ya,ya,Manajemen
78,70,16,berhitung,logis,kinestetik,ya,ya,Teknik Sipil
4,51,53,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Komunikasi
24,55,68,berbicara,sabar,visual,ya,tidak,Ilmu Komunikasi
39,31,72,menggambar,kreatif,visual,ya,ya,Desain Komunikasi Visual
7,31,30,ngoding,logis,auditori,ya,tidak,Ilmu Sosial
2,87,86,ngoding,logis,visual,tidak,ya,Ilmu Sosial
15,73,15,ngoding,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
5,80,84,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
53,46,80,menggambar,sabar,visual,ya,tidak,Desain Komunikasi Visual
56,88,9,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
67,95,85,berhitung,kreatif,auditori,ya,ya,Kedokteran
75,22,74,menggambar,sabar,visual,tidak,tidak,Desain Komunikasi Visual
21,89,91,berbicara,logis,auditori,tidak,ya,Ilmu Komunikasi
80,47,78,ngoding,logis,kinestetik,ya,tidak,Teknik Informatika
66,87,56,menggambar,logis,visual,ya,ya,Desain Komunikasi Visual
25,73,10,menulis,komunikatif,visual,ya,ya,Manajemen
15,9,68,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
49,25,60,menggambar,logis,kinestetik,tidak,ya,Desain Komunikasi Visual
84,69,99,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
10,66,97,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
57,96,19,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
90,70,50,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
20,51,63,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
61,60,54,ngoding,sabar,kinestetik,tidak,ya,Teknik Informatika
45,81,95,berbicara,sabar,visual,tidak,ya,Ilmu Komunikasi
56,90,35,menulis,komunikatif,kinestetik,ya,ya,Manajemen
76,29,52,menggambar,sabar,kinestetik,tidak,ya,Desain Komunikasi Visual
57,94,70,ngoding,komunikatif,auditori,tidak,ya,Ilmu Sosial
11,5,88,menggambar,logis,visual,ya,tidak,Desain Komunikasi Visual
98,69,15,menulis,logis,kinestetik,ya,ya,Ilmu Sosial
76,89,78,berhitung,komunikatif,auditori,ya,ya,Kedokteran
13,68,90,berhitung,komunikatif,auditori,tidak,ya,Ilmu Sosial
74,28,1,berbicara,logis,visual,tidak,tidak,Ilmu Sosial
79,15,39,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
47,60,99,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
64,99,79,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
42,100,21,ngoding,logis,visual,tidak,ya,Ilmu Sosial
41,76,49,ngoding,logis,auditori,ya,ya,Ilmu Sosial
31,85,16,ngoding,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
51,15,75,berbicara,kreatif,auditori,ya,ya,Ilmu Komunikasi
3,73,86,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
10,76,79,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
12,26,19,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
69,76,83,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
61,72,85,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
86,35,68,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
41,93,39,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
10,7,85,berbicara,sabar,visual,tidak,tidak,Ilmu Komunikasi
92,1,86,berbicara,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
46,62,17,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
51,7,38,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
38,82,96,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
11,22,83,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
33,36,44,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Komunikasi
23,42,45,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Komunikasi
53,80,41,berbicara,sabar,kinestetik,tidak,ya,Ilmu Sosial
44,36,72,berhitung,komunikatif,visual,ya,ya,Manajemen
84,43,31,menulis,komunikatif,visual,tidak,ya,Ilmu Sosial
14,83,70,ngoding,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
27,16,14,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
89,64,5,menulis,kreatif,auditori,ya,ya,Desain Komunikasi Visual
2,64,2,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
93,92,18,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
27,75,74,menulis,logis,visual,tidak,tidak,Ilmu Sosial
9,21,27,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
99,51,3,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
88,38,66,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
3,32,74,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
12,41,49,menggambar,logis,visual,tidak,ya,Desain Komunikasi Visual
9,25,27,berhitung,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
53,65,67,ngoding,sabar,auditori,tidak,tidak,Ilmu Sosial
11,58,29,berhitung,kreatif,auditori,ya,tidak,Kedokteran
45,59,27,berbicara,logis,kinestetik,ya,tidak,Ilmu Sosial
29,30,90,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
73,24,91,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
62,25,57,ngoding,logis,visual,ya,tidak,Teknik Informatika
89,1,16,berbicara,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
30,47,87,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
13,22,99,menggambar,logis,kinestetik,ya,ya,Desain Komunikasi Visual
61,23,25,berbicara,kreatif,visual,ya,tidak,Desain Komunikasi Visual
54,55,80,berhitung,logis,visual,ya,tidak,Teknik Sipil
49,59,10,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
12,71,62,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
10,46,63,menulis,logis,visual,ya,ya,Ilmu Sosial
97,7,64,menulis,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
86,17,99,menulis,logis,kinestetik,ya,ya,Ilmu Sosial
99,80,90,menulis,komunikatif,auditori,tidak,ya,Ilmu Sosial
95,56,31,berbicara,logis,auditori,tidak,tidak,Ilmu Sosial
11,54,19,ngoding,sabar,auditori,tidak,ya,Ilmu Sosial
87,89,89,menulis,logis,kinestetik,ya,tidak,Ilmu Sosial
49,1,32,menulis,sabar,visual,ya,tidak,Sastra Indonesia
42,60,32,ngoding,komunikatif,auditori,tidak,tidak,Ilmu Sosial
100,95,95,menulis,sabar,visual,ya,tidak,Sastra Indonesia
65,8,38,menggambar,komunikatif,visual,ya,ya,Desain Komunikasi Visual
86,43,85,berhitung,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
85,39,55,ngoding,kreatif,kinestetik,ya,tidak,Teknik Informatika
70,1,8,ngoding,sabar,auditori,tidak,ya,Teknik Informatika
23,43,0,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
29,70,77,berbicara,logis,visual,ya,tidak,Ilmu Komunikasi
74,5,62,ngoding,kreatif,auditori,tidak,ya,Teknik Informatika
51,15,59,menulis,logis,visual,tidak,tidak,Ilmu Sosial
56,81,43,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
69,17,21,menulis,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
50,3,99,berhitung,komunikatif,visual,tidak,tidak,Ilmu Sosial
56,14,30,berbicara,komunikatif,kinestetik,ya,tidak,Manajemen
44,32,71,ngoding,logis,visual,tidak,ya,Ilmu Sosial
92,8,25,berhitung,kreatif,auditori,ya,ya,Desain Komunikasi Visual
79,29,61,ngoding,kreatif,kinestetik,tidak,tidak,Teknik Informatika
50,35,62,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
63,31,88,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
84,59,19,menulis,sabar,visual,ya,tidak,Sastra Indonesia
54,56,35,berbicara,sabar,visual,ya,ya,Ilmu Sosial
39,44,36,menulis,sabar,visual,tidak,ya,Sastra Indonesia
95,95,39,menggambar,komunikatif,visual,ya,ya,Desain Komunikasi Visual
29,36,4,berbicara,logis,kinestetik,ya,tidak,Ilmu Sosial
14,8,90,menggambar,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
23,41,96,berbicara,komunikatif,kinestetik,ya,tidak,Ilmu Komunikasi
80,12,49,berhitung,komunikatif,auditori,ya,ya,Manajemen
62,75,60,ngoding,komunikatif,kinestetik,ya,ya,Manajemen
58,51,91,menulis,sabar,auditori,ya,ya,Sastra Indonesia
83,80,59,berhitung,komunikatif,kinestetik,ya,tidak,Manajemen
71,98,52,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
57,31,38,berhitung,logis,visual,ya,tidak,Teknik Sipil
95,56,97,berhitung,sabar,auditori,tidak,tidak,Ilmu Sosial
13,62,0,menulis,logis,visual,tidak,ya,Ilmu Sosial
4,72,66,ngoding,sabar,auditori,ya,tidak,Ilmu Sosial
59,73,66,berbicara,logis,kinestetik,tidak,ya,Ilmu Sosial
100,85,14,menggambar,sabar,kinestetik,tidak,tidak,Desain Komunikasi Visual
83,14,55,berhitung,logis,visual,tidak,tidak,Teknik Sipil
47,0,78,berhitung,komunikatif,auditori,tidak,ya,Ilmu Sosial
82,55,13,menggambar,komunikatif,visual,tidak,ya,Desain Komunikasi Visual
14,96,19,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
5,80,85,ngoding,komunikatif,auditori,ya,ya,Manajemen
39,80,65,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
83,76,16,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
49,13,28,ngoding,logis,kinestetik,ya,ya,Teknik Informatika
92,28,71,berhitung,logis,kinestetik,tidak,tidak,Teknik Sipil
60,80,46,ngoding,logis,kinestetik,ya,ya,Ilmu Sosial
21,17,97,berbicara,logis,auditori,tidak,tidak,Ilmu Komunikasi
52,80,24,menggambar,sabar,auditori,ya,tidak,Desain Komunikasi Visual
63,44,18,menulis,logis,kinestetik,ya,tidak,Ilmu Sosial
68,36,50,berbicara,komunikatif,visual,ya,tidak,Manajemen
79,63,13,menulis,logis,auditori,ya,ya,Ilmu Sosial
62,46,90,menulis,logis,auditori,ya,ya,Ilmu Sosial
86,49,2,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
27,25,13,ngoding,logis,kinestetik,ya,ya,Teknik Informatika
47,18,93,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
81,68,81,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
44,80,15,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
26,74,29,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
66,10,1,berbicara,komunikatif,visual,ya,ya,Manajemen
5,70,50,ngoding,logis,visual,ya,ya,Ilmu Sosial
31,12,40,berhitung,sabar,auditori,ya,ya,Ilmu Sosial
19,22,97,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
65,95,64,berbicara,komunikatif,visual,ya,ya,Manajemen
16,89,33,ngoding,komunikatif,visual,ya,tidak,Manajemen
18,48,6,menggambar,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
62,16,47,menulis,komunikatif,visual,tidak,ya,Ilmu Sosial
4,11,3,ngoding,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
25,85,28,berbicara,sabar,auditori,tidak,ya,Ilmu Sosial
92,18,33,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
98,92,56,ngoding,kreatif,kinestetik,tidak,ya,Teknik Informatika
45,80,64,ngoding,sabar,kinestetik,tidak,ya,Ilmu Sosial
36,93,93,menggambar,logis,visual,ya,tidak,Desain Komunikasi Visual
74,25,70,menulis,sabar,visual,ya,tidak,Sastra Indonesia
1,43,68,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
17,79,80,berhitung,sabar,visual,tidak,tidak,Ilmu Sosial
94,36,55,berhitung,sabar,auditori,ya,tidak,Ilmu Sosial
58,33,64,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
54,91,42,ngoding,logis,kinestetik,tidak,tidak,Ilmu Sosial
100,5,61,ngoding,komunikatif,auditori,tidak,ya,Teknik Informatika
98,29,32,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
86,76,77,berbicara,logis,auditori,tidak,ya,Ilmu Sosial
69,48,42,berbicara,komunikatif,visual,ya,tidak,Manajemen
32,6,65,ngoding,logis,visual,tidak,ya,Ilmu Sosial
73,62,83,menggambar,logis,kinestetik,ya,tidak,Desain Komunikasi Visual
85,9,64,menulis,logis,auditori,tidak,ya,Ilmu Sosial
32,53,33,berhitung,komunikatif,visual,ya,tidak,Kedokteran
95,60,86,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
69,56,38,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
2,30,93,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
79,78,76,ngoding,komunikatif,auditori,ya,ya,Teknik Informatika
77,57,97,ngoding,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
17,98,80,berbicara,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
92,28,82,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
70,49,26,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
68,53,44,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
54,54,24,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
47,83,54,berbicara,sabar,visual,ya,ya,Ilmu Sosial
80,79,28,berhitung,sabar,kinestetik,ya,tidak,Ilmu Sosial
6,95,8,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
16,92,11,berhitung,kreatif,visual,tidak,tidak,Kedokteran
78,45,23,menggambar,sabar,kinestetik,ya,tidak,Desain Komunikasi Visual
84,4,87,ngoding,logis,visual,ya,tidak,Ilmu Sosial
83,53,71,ngoding,kreatif,kinestetik,ya,tidak,Teknik Informatika
71,1,84,berbicara,logis,auditori,tidak,ya,Ilmu Komunikasi
19,13,74,berhitung,logis,auditori,tidak,tidak,Teknik Sipil
71,47,3,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
44,33,29,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
8,17,94,berhitung,sabar,kinestetik,ya,tidak,Ilmu Sosial
60,33,80,berbicara,logis,auditori,ya,tidak,Ilmu Komunikasi
77,39,83,berhitung,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
75,54,20,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
4,11,62,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
49,58,23,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
10,35,22,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
91,92,89,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
22,28,18,berhitung,kreatif,auditori,ya,tidak,Kedokteran
1,56,68,menggambar,komunikatif,visual,tidak,tidak,Desain Komunikasi Visual
76,67,99,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
61,64,16,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
5,72,69,menggambar,sabar,visual,tidak,tidak,Desain Komunikasi Visual
63,55,31,ngoding,sabar,visual,ya,ya,Teknik Informatika
94,57,53,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
37,88,53,berbicara,komunikatif,visual,ya,ya,Manajemen
75,39,62,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
0,41,25,berhitung,sabar,kinestetik,ya,tidak,Kedokteran
59,41,72,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
64,79,39,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
67,41,17,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
0,64,48,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Sosial
2,95,70,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
48,16,8,menggambar,sabar,auditori,ya,ya,Desain Komunikasi Visual
71,76,83,menulis,sabar,visual,tidak,ya,Sastra Indonesia
77,52,17,menggambar,kreatif,auditori,ya,ya,Desain Komunikasi Visual
42,82,50,menulis,logis,kinestetik,tidak,tidak,Ilmu Sosial
63,58,80,berhitung,logis,visual,ya,tidak,Teknik Sipil
97,28,93,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
98,38,15,berbicara,kreatif,visual,tidak,ya,Desain Komunikasi Visual
63,23,95,menulis,logis,auditori,ya,ya,Ilmu Sosial
63,35,24,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
0,68,26,berhitung,logis,visual,ya,tidak,Kedokteran
40,54,17,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
74,72,33,menulis,logis,visual,tidak,tidak,Ilmu Sosial
18,100,76,berhitung,kreatif,kinestetik,ya,tidak,Kedokteran
0,31,35,ngoding,kreatif,auditori,ya,ya,Desain Komunikasi Visual
12,74,32,ngoding,kreatif,visual,ya,ya,Desain Komunikasi Visual
41,89,37,menulis,sabar,auditori,tidak,tidak,Sastra Indonesia
91,29,46,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
100,56,53,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
5,55,66,menulis,sabar,visual,tidak,ya,Sastra Indonesia
15,68,68,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
50,44,5,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
90,98,17,berhitung,kreatif,kinestetik,tidak,ya,Kedokteran
33,91,79,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
81,66,2,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
99,9,43,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
21,33,8,berbicara,sabar,auditori,ya,ya,Ilmu Sosial
78,31,68,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
3,45,3,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
41,82,94,berbicara,kreatif,visual,tidak,tidak,Ilmu Komunikasi
3,38,31,berbicara,komunikatif,visual,tidak,tidak,Ilmu Sosial
15,56,13,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
35,58,30,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
76,23,90,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
29,83,27,berbicara,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
33,67,22,berhitung,komunikatif,kinestetik,ya,tidak,Kedokteran
2,60,32,berbicara,komunikatif,auditori,ya,tidak,Manajemen
40,41,42,ngoding,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
14,46,78,ngoding,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
43,75,32,ngoding,sabar,kinestetik,ya,tidak,Ilmu Sosial
70,33,51,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
55,36,33,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
82,41,67,berbicara,logis,auditori,ya,tidak,Ilmu Sosial
51,56,20,ngoding,komunikatif,auditori,tidak,tidak,Ilmu Sosial
79,2,17,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
1,37,99,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
42,75,70,berbicara,logis,kinestetik,ya,ya,Ilmu Sosial
2,73,6,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
90,66,28,berbicara,logis,auditori,ya,ya,Ilmu Sosial
14,36,9,menulis,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
19,71,37,berbicara,logis,visual,tidak,ya,Ilmu Sosial
57,94,19,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
80,32,41,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
0,17,31,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
29,4,29,berbicara,komunikatif,visual,tidak,ya,Ilmu Sosial
35,77,16,berbicara,logis,visual,ya,tidak,Ilmu Sosial
83,15,28,menulis,logis,auditori,ya,ya,Ilmu Sosial
75,15,24,berhitung,logis,auditori,ya,tidak,Teknik Sipil
24,80,70,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
48,61,82,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
58,58,82,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
6,42,40,berhitung,kreatif,kinestetik,tidak,tidak,Kedokteran
54,48,2,berbicara,logis,kinestetik,tidak,ya,Ilmu Sosial
17,84,78,berhitung,kreatif,visual,tidak,tidak,Kedokteran
12,31,64,berbicara,kreatif,visual,tidak,ya,Ilmu Komunikasi
11,47,25,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
41,62,20,berhitung,komunikatif,visual,ya,ya,Kedokteran
33,34,48,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
86,8,77,berhitung,kreatif,visual,ya,ya,Desain Komunikasi Visual
23,33,24,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
37,99,85,ngoding,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
8,91,39,ngoding,komunikatif,visual,tidak,ya,Ilmu Sosial
36,14,90,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
65,86,94,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
94,41,67,berhitung,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
10,97,48,berhitung,komunikatif,auditori,tidak,ya,Kedokteran
61,27,11,ngoding,logis,auditori,tidak,tidak,Teknik Informatika
97,48,99,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
66,2,94,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
73,49,54,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
78,64,88,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
67,74,98,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
8,52,52,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
15,100,85,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
15,61,88,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
45,83,69,berbicara,sabar,auditori,tidak,ya,Ilmu Sosial
7,9,57,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
50,52,64,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
90,16,57,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
68,55,19,berbicara,komunikatif,auditori,ya,tidak,Manajemen
9,81,59,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
64,62,1,berhitung,logis,auditori,tidak,ya,Teknik Sipil
77,27,8,berbicara,logis,visual,tidak,ya,Ilmu Sosial
56,37,6,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
24,74,57,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
0,71,64,berbicara,logis,kinestetik,ya,ya,Ilmu Sosial
98,76,40,menulis,logis,auditori,tidak,ya,Ilmu Sosial
1,83,17,ngoding,logis,auditori,ya,ya,Ilmu Sosial
38,14,15,ngoding,logis,auditori,tidak,tidak,Teknik Informatika
47,6,17,menulis,sabar,visual,ya,tidak,Sastra Indonesia
